group	module_no	p-value-rank	log2foldRatio	# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
FB2U	4	10	6.438	GO:0048568	BP	e	embryonic organ development	3/5	143/20424	3.326656557068646e-06	4	3	0.010252090177574152	ENSG00000105717, ENSG00000167081, ENSG00000185630
FB2U	4	12	6.332	GO:0048666	BP	e	neuron development	3/5	154/20424	4.157837772812739e-06	4	3	0.010678020373545248	ENSG00000105717, ENSG00000167081, ENSG00000185630
FB2U	4	13	4.668	GO:0048468	BP	e	cell development	4/5	669/20424	5.55740957364428e-06	3	4	0.012233446302897815	ENSG00000105717, ENSG00000114861, ENSG00000167081, ENSG00000185630
FB2U	4	4	4.298	GO:0000785	CC	e	chromatin	5/5	1094/20424	4.3713946535159626e-07	2	5	0.000862913304604051	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	4.176	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/5	1196/20424	6.831699524385285e-07	9	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	4.152	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/5	1217/20424	7.453985861059471e-07	8	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	3.998	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	5/5	1364/20424	1.3194502301729153e-06	3	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	3.951	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/5	1412/20424	1.568928372907605e-06	8	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	3.949	GO:0003700	MF	e	DNA-binding transcription factor activity	5/5	1414/20424	1.5800871469053282e-06	2	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	3.864	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/5	1506/20424	2.166441005472449e-06	7	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	5	3.862	GO:0001067	MF	e	regulatory region nucleic acid binding	5/5	1508/20424	2.18088390708367e-06	4	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	6	3.814	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/5	1563/20424	2.609289520680986e-06	6	5	0.001579598643582252	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	7	3.736	GO:0003690	MF	e	double-stranded DNA binding	5/5	1657/20424	3.4954077408403254e-06	5	5	0.0017341376841097278	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	7	3.73	GO:0043565	MF	e	sequence-specific DNA binding	5/5	1665/20424	3.580709651269312e-06	5	5	0.0017341376841097278	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	8	3.541	GO:0140110	MF	e	transcription regulator activity	5/5	1919/20424	7.288172101308325e-06	1	5	0.0032087834078760196	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	11	3.211	GO:0003677	MF	e	DNA binding	5/5	2473/20424	2.5934149932193494e-05	4	5	0.010466590676801092	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	14	4.801	GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	3/5	456/20424	0.0001069323121878323	4	3	0.03796379941901819	ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	4	14	4.789	GO:0001216	MF	e	DNA-binding transcription activator activity	3/5	460/20424	0.00010974461942313744	3	3	0.03796379941901819	ENSG00000134138, ENSG00000167081, ENSG00000185630
FB2U	3	9	3.958	GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	6/7	1204/20424	2.75741695502598e-07	11	6	0.003587767125934733	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	9	3.173	GO:0006357	BP	e	regulation of transcription by RNA polymerase II	7/7	2547/20424	4.6567163682714426e-07	10	7	0.003587767125934733	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	10	3.568	GO:0045893	BP	e	positive regulation of transcription, DNA-templated	6/7	1612/20424	1.564598697917679e-06	10	6	0.004929308516251762	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	10	3.568	GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	6/7	1612/20424	1.564598697917679e-06	9	6	0.004929308516251762	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	10	3.563	GO:1902680	BP	e	positive regulation of RNA biosynthetic process	6/7	1618/20424	1.5994900760113446e-06	8	6	0.004929308516251762	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	11	3.491	GO:0051254	BP	e	positive regulation of RNA metabolic process	6/7	1709/20424	2.2130668467137594e-06	7	6	0.00495984351994317	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	11	2.82	GO:0006355	BP	e	regulation of transcription, DNA-templated	7/7	3369/20424	3.305667912234117e-06	9	7	0.00495984351994317	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	11	2.82	GO:1903506	BP	e	regulation of nucleic acid-templated transcription	7/7	3370/20424	3.3125485769559183e-06	8	7	0.00495984351994317	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	11	2.819	GO:0010604	BP	e	positive regulation of macromolecule metabolic process	7/7	3371/20424	3.319441513866105e-06	5	7	0.00495984351994317	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	11	2.816	GO:2001141	BP	e	regulation of RNA biosynthetic process	7/7	3379/20424	3.375029005125556e-06	7	7	0.00495984351994317	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	11	3.387	GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	6/7	1850/20424	3.5406761450694317e-06	6	6	0.00495984351994317	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	12	3.357	GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	6/7	1894/20424	4.069558332336792e-06	6	6	0.0052256520285814696	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	13	3.318	GO:0031328	BP	e	positive regulation of cellular biosynthetic process	6/7	1951/20424	4.850445199411556e-06	6	6	0.0054636404513336055	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	13	3.296	GO:0009891	BP	e	positive regulation of biosynthetic process	6/7	1985/20424	5.372579362966357e-06	5	6	0.0054636404513336055	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	13	3.285	GO:0030154	BP	e	cell differentiation	6/7	2001/20424	5.633915678360437e-06	3	6	0.0054636404513336055	ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	13	2.725	GO:0051252	BP	e	regulation of RNA metabolic process	7/7	3639/20424	5.6731940568069105e-06	6	7	0.0054636404513336055	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	14	2.713	GO:0009893	BP	e	positive regulation of metabolic process	7/7	3674/20424	6.066681814849372e-06	4	7	0.005498911769706704	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	16	2.661	GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	7/7	3836/20424	8.20790456690925e-06	6	7	0.006961849138998851	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	16	2.652	GO:0010556	BP	e	regulation of macromolecule biosynthetic process	7/7	3864/20424	8.636925645844422e-06	5	7	0.006961849138998851	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	16	2.644	GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	7/7	3889/20424	9.036081691217926e-06	5	7	0.006961849138998851	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	18	2.604	GO:0031326	BP	e	regulation of cellular biosynthetic process	7/7	4020/20424	1.1396550588468957e-05	5	7	0.008362354667510388	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	19	2.586	GO:0009889	BP	e	regulation of biosynthetic process	7/7	4080/20424	1.2642867652370714e-05	4	7	0.008855179438880924	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	20	8.427	GO:0035855	BP	e	megakaryocyte development	2/7	17/20424	1.3660429391408023e-05	5	2	0.009151893760530706	ENSG00000151702, ENSG00000162367
FB2U	3	21	7.932	GO:0098751	BP	e	bone cell development	2/7	24/20424	2.7690967599261607e-05	4	2	0.017778754989042588	ENSG00000151702, ENSG00000162367
FB2U	3	22	2.419	GO:0010468	BP	e	regulation of gene expression	7/7	4699/20424	3.4006138500221775e-05	5	7	0.020960023525996695	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	23	2.866	GO:0048869	BP	e	cellular developmental process	6/7	2782/20424	3.931522234535145e-05	2	6	0.023300317735366175	ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	24	7.564	GO:0045648	BP	e	positive regulation of erythrocyte differentiation	2/7	31/20424	4.6599960932900504e-05	8	2	0.02659477029685422	ENSG00000134954, ENSG00000162367
FB2U	3	25	2.335	GO:0032502	BP	e	developmental process	7/7	5050/20424	5.632404953431042e-05	1	7	0.030996331402649617	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	26	2.779	GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	6/7	2985/20424	5.94338557838017e-05	5	6	0.0315798718542276	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	27	7.235	GO:1990090	BP	e	cellular response to nerve growth factor stimulus	2/7	39/20424	7.416233026846232e-05	6	2	0.03809224490355786	ENSG00000101412, ENSG00000125968
FB2U	3	28	7.163	GO:1990089	BP	e	response to nerve growth factor	2/7	41/20424	8.204217024961559e-05	5	2	0.04078025165730086	ENSG00000101412, ENSG00000125968
FB2U	3	29	2.699	GO:0031325	BP	e	positive regulation of cellular metabolic process	6/7	3186/20424	8.705058856112635e-05	5	6	0.041917578723074875	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	30	7.03	GO:0045646	BP	e	regulation of erythrocyte differentiation	2/7	45/20424	9.898621662823871e-05	7	2	0.04535920309672311	ENSG00000134954, ENSG00000162367
FB2U	3	30	2.241	GO:0051171	BP	e	regulation of nitrogen compound metabolic process	7/7	5482/20424	0.00010008520379574181	4	7	0.04535920309672311	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	31	2.231	GO:0048522	BP	e	positive regulation of cellular process	7/7	5526/20424	0.0001058488345431906	4	7	0.04660070547074354	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	1	4.088	GO:0000785	CC	e	chromatin	6/7	1094/20424	1.5574289033543105e-07	2	6	0.00030743646552214087	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	2	3.541	GO:0140110	MF	e	transcription regulator activity	7/7	1919/20424	6.40070562911705e-08	1	7	0.00030998617361813874	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	3	3.967	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	6/7	1196/20424	2.65001202480814e-07	9	6	0.0004745571737845482	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	3	3.943	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	6/7	1217/20424	2.939647989580104e-07	8	6	0.0004745571737845482	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	4	3.79	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	6/7	1364/20424	5.796739831331962e-07	3	6	0.0005796406370040634	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	4	3.744	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	6/7	1412/20424	7.120976284145142e-07	8	6	0.0005796406370040634	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	4	3.742	GO:0003700	MF	e	DNA-binding transcription factor activity	6/7	1414/20424	7.181176588941524e-07	2	6	0.0005796406370040634	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	5	3.658	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	6/7	1506/20424	1.0445874137259901e-06	7	6	0.0006373739718803534	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	5	3.656	GO:0001067	MF	e	regulatory region nucleic acid binding	6/7	1508/20424	1.0528580993274473e-06	4	6	0.0006373739718803534	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	6	3.609	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	6/7	1563/20424	1.3025562843193836e-06	6	6	0.0007009200094398638	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	7	3.532	GO:0003690	MF	e	double-stranded DNA binding	6/7	1657/20424	1.8423713079201744e-06	5	6	0.0008346636709777264	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	7	3.525	GO:0043565	MF	e	sequence-specific DNA binding	6/7	1665/20424	1.895787813494733e-06	5	6	0.0008346636709777264	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	8	4.721	GO:0001216	MF	e	DNA-binding transcription activator activity	4/7	460/20424	8.42394311135888e-06	3	4	0.0033598565868457786	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554
FB2U	3	8	4.697	GO:0140297	MF	e	DNA-binding transcription factor binding	4/7	468/20424	9.01881801135559e-06	4	4	0.0033598565868457786	ENSG00000101412, ENSG00000134954, ENSG00000157557, ENSG00000162367
FB2U	3	15	3.014	GO:0003677	MF	e	DNA binding	6/7	2473/20424	1.966980220650353e-05	4	6	0.006804346577578328	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157554, ENSG00000157557, ENSG00000162367
FB2U	3	17	4.373	GO:0008134	MF	e	transcription factor binding	4/7	592/20424	2.2812520603717756e-05	3	4	0.007365402485587006	ENSG00000101412, ENSG00000134954, ENSG00000157557, ENSG00000162367
FB2U	3	32	4.713	GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/7	347/20424	0.00016176102129354742	5	3	0.04896303913279064	ENSG00000134954, ENSG00000157557, ENSG00000162367
FB2U	6	2	4.298	GO:0000785	CC	e	chromatin	5/5	1094/20424	4.3713946535159626e-07	2	5	0.000862913304604051	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	1	5.698	GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	4/5	321/20424	2.9578751665478476e-07	4	4	0.000752678215874684	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166
FB2U	6	1	5.68	GO:0001217	MF	e	DNA-binding transcription repressor activity	4/5	325/20424	3.1083139206057567e-07	3	4	0.000752678215874684	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166
FB2U	6	3	4.176	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/5	1196/20424	6.831699524385285e-07	9	5	0.0009024913381277755	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	3	4.152	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/5	1217/20424	7.453985861059471e-07	8	5	0.0009024913381277755	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	4	3.998	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	5/5	1364/20424	1.3194502301729153e-06	3	5	0.001093194578923215	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	4	3.951	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/5	1412/20424	1.568928372907605e-06	8	5	0.001093194578923215	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	4	3.949	GO:0003700	MF	e	DNA-binding transcription factor activity	5/5	1414/20424	1.5800871469053282e-06	2	5	0.001093194578923215	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	5	3.864	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/5	1506/20424	2.166441005472449e-06	7	5	0.0011735578624451346	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	5	3.862	GO:0001067	MF	e	regulatory region nucleic acid binding	5/5	1508/20424	2.18088390708367e-06	4	5	0.0011735578624451346	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	6	3.814	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/5	1563/20424	2.609289520680986e-06	6	5	0.0012636789148658015	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	7	3.736	GO:0003690	MF	e	double-stranded DNA binding	5/5	1657/20424	3.4954077408403254e-06	5	5	0.0014451147367581065	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	7	3.73	GO:0043565	MF	e	sequence-specific DNA binding	5/5	1665/20424	3.580709651269312e-06	5	5	0.0014451147367581065	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	8	3.541	GO:0140110	MF	e	transcription regulator activity	5/5	1919/20424	7.288172101308325e-06	1	5	0.00271512442204894	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	9	3.211	GO:0003677	MF	e	DNA binding	5/5	2473/20424	2.5934149932193494e-05	4	5	0.008971363437258078	ENSG00000049768, ENSG00000114861, ENSG00000128573, ENSG00000137166, ENSG00000185630
FB2U	6	10	4.765	GO:0140297	MF	e	DNA-binding transcription factor binding	3/5	468/20424	0.00011551452324160508	4	3	0.03729578907060623	ENSG00000049768, ENSG00000114861, ENSG00000185630
FB2U	1	1	6.104	GO:0090575	CC	e	RNA polymerase II transcription regulator complex	4/5	241/20424	9.368849496368634e-08	3	4	0.00018494108905831684	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063
FB2U	1	4	5.093	GO:0005667	CC	e	transcription regulator complex	4/5	493/20424	1.6452169466643802e-06	2	4	0.001623829126357743	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063
FB2U	1	9	3.994	GO:0000785	CC	e	chromatin	4/5	1094/20424	3.919817554394456e-05	2	4	0.02579239950791552	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000198517
FB2U	1	10	3.832	GO:0140513	CC	e	nuclear protein-containing complex	4/5	1234/20424	6.312952733736656e-05	2	4	0.031154421740990396	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063
FB2U	1	2	4.176	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/5	1196/20424	6.831699524385285e-07	9	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	2	4.152	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/5	1217/20424	7.453985861059471e-07	8	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	2	3.998	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	5/5	1364/20424	1.3194502301729153e-06	3	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	2	3.951	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/5	1412/20424	1.568928372907605e-06	8	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	2	3.949	GO:0003700	MF	e	DNA-binding transcription factor activity	5/5	1414/20424	1.5800871469053282e-06	2	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	2	3.864	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/5	1506/20424	2.166441005472449e-06	7	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	2	3.862	GO:0001067	MF	e	regulatory region nucleic acid binding	5/5	1508/20424	2.18088390708367e-06	4	5	0.0015088601088580303	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	3	3.814	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/5	1563/20424	2.609289520680986e-06	6	5	0.001579598643582252	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	5	3.736	GO:0003690	MF	e	double-stranded DNA binding	5/5	1657/20424	3.4954077408403254e-06	5	5	0.0017341376841097278	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	5	3.73	GO:0043565	MF	e	sequence-specific DNA binding	5/5	1665/20424	3.580709651269312e-06	5	5	0.0017341376841097278	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	6	3.541	GO:0140110	MF	e	transcription regulator activity	5/5	1919/20424	7.288172101308325e-06	1	5	0.0032087834078760196	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	7	3.211	GO:0003677	MF	e	DNA binding	5/5	2473/20424	2.5934149932193494e-05	4	5	0.010466590676801092	ENSG00000112182, ENSG00000156273, ENSG00000185022, ENSG00000197063, ENSG00000198517
FB2U	1	8	5.292	GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	3/5	321/20424	3.757394863209077e-05	4	3	0.013487437700744445	ENSG00000112182, ENSG00000156273, ENSG00000198517
FB2U	1	8	5.274	GO:0001217	MF	e	DNA-binding transcription repressor activity	3/5	325/20424	3.898908276077271e-05	3	3	0.013487437700744445	ENSG00000112182, ENSG00000156273, ENSG00000198517
FB2U	1	11	4.801	GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	3/5	456/20424	0.0001069323121878323	4	3	0.033218324491640916	ENSG00000156273, ENSG00000185022, ENSG00000197063
FB2U	1	11	4.789	GO:0001216	MF	e	DNA-binding transcription activator activity	3/5	460/20424	0.00010974461942313744	3	3	0.033218324491640916	ENSG00000156273, ENSG00000185022, ENSG00000197063
FFL	8	1	8.293	GO:1904645	BP	e	response to amyloid-beta	3/4	49/20424	5.1820574313361594e-08	6	3	0.0007985032295945889	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	2	7.519	GO:1901216	BP	e	positive regulation of neuron death	3/4	84/20424	2.676570654648066e-07	6	3	0.0020621638608736025	ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	5.208	GO:0010942	BP	e	positive regulation of cell death	4/4	568/20424	5.920530970527961e-07	5	4	0.002679202724755988	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	5.138	GO:0009725	BP	e	response to hormone	4/4	597/20424	7.229169127385068e-07	4	4	0.002679202724755988	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	10.149	GO:0001542	BP	e	ovulation from ovarian follicle	2/4	9/20424	1.0352015208996166e-06	4	2	0.002679202724755988	ENSG00000087245, ENSG00000118689
FFL	8	3	6.807	GO:0051384	BP	e	response to glucocorticoid	3/4	138/20424	1.2013824884572337e-06	7	3	0.002679202724755988	ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	4.923	GO:0071495	BP	e	cellular response to endogenous stimulus	4/4	696/20424	1.3373686329954113e-06	3	4	0.002679202724755988	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	4.886	GO:0014070	BP	e	response to organic cyclic compound	4/4	715/20424	1.489834958808729e-06	4	4	0.002679202724755988	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	4.836	GO:0033993	BP	e	response to lipid	4/4	741/20424	1.7191553043935714e-06	4	4	0.002679202724755988	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	3	6.632	GO:0031960	BP	e	response to corticosteroid	3/4	156/20424	1.7387258905548628e-06	6	3	0.002679202724755988	ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	4	4.719	GO:0010243	BP	e	response to organonitrogen compound	4/4	806/20424	2.408057760560277e-06	4	4	0.00337325109386121	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
